cust,date,region
a100005706,1/01/2018,Push
a100005707,1/01/2018,Facebook
a100005708,1/02/2018,Instagram
a100005709,1/02/2018,Instagram
a100005710,1/02/2018,Facebook
a100005711,1/02/2018,House Ads
a100005712,1/02/2018,House Ads
a100005713,1/02/2018,House Ads
a100005714,1/02/2018,Push
a100005715,1/03/2018,Facebook
a100005716,1/03/2018,Instagram
a100005717,1/03/2018,Instagram
a100005718,1/03/2018,Facebook
a100005719,1/03/2018,House Ads
a100005720,1/03/2018,House Ads
a100005721,1/03/2018,House Ads
a100005722,1/04/2018,Push
a100005723,1/04/2018,Facebook
a100005724,1/04/2018,Instagram
a100005725,1/04/2018,Instagram
a100005726,1/04/2018,Facebook
a100005727,1/04/2018,House Ads
a100005728,1/04/2018,House Ads
a100005729,1/05/2018,House Ads
a100005730,1/05/2018,Push
a100005731,1/05/2018,Facebook
a100005732,1/05/2018,Instagram
a100005733,1/05/2018,Instagram
a100005734,1/05/2018,Facebook
a100005735,1/05/2018,House Ads
a100005736,1/06/2018,House Ads
a100005737,1/06/2018,House Ads
a100005738,1/06/2018,Push
a100005739,1/06/2018,Facebook
a100005740,1/06/2018,Instagram
a100005741,1/06/2018,Instagram
a100005742,1/06/2018,Facebook
a100005743,1/07/2018,House Ads
a100005744,1/07/2018,House Ads
a100005745,1/07/2018,House Ads
a100005746,1/07/2018,Push
a100005747,1/07/2018,Facebook
a100005748,1/07/2018,Instagram
a100005749,1/08/2018,Instagram
a100005750,1/08/2018,Facebook
a100005751,1/08/2018,House Ads
a100005752,1/08/2018,House Ads
a100005753,1/08/2018,House Ads
a100005754,1/08/2018,Push
a100005755,1/08/2018,Facebook
a100005756,1/09/2018,Instagram
a100005757,1/09/2018,Instagram
a100005758,1/09/2018,Facebook
a100005759,1/09/2018,House Ads
a100005760,1/09/2018,House Ads
a100005761,1/09/2018,House Ads
a100005762,1/09/2018,Push
a100005763,1/10/2018,Facebook
a100005764,1/10/2018,Instagram
a100005765,1/10/2018,Instagram
a100005766,1/10/2018,Facebook
a100005767,1/10/2018,House Ads
a100005768,1/10/2018,House Ads
a100005769,1/10/2018,House Ads
a100005770,1/11/2018,Push
a100005771,1/11/2018,Facebook
a100005772,1/11/2018,Instagram
a100005773,1/11/2018,Instagram
a100005774,1/11/2018,Facebook
a100005775,1/11/2018,House Ads
a100005776,1/11/2018,House Ads
a100005777,1/12/2018,House Ads
a100005778,1/12/2018,Push
a100005779,1/12/2018,Facebook
a100005780,1/12/2018,Instagram
a100005781,1/12/2018,Instagram
a100005782,1/12/2018,Facebook
a100005783,1/12/2018,House Ads
a100005880,1/01/2018,House Ads
a100005881,1/01/2018,House Ads
a100005882,1/01/2018,Push
a100005883,1/01/2018,Facebook
a100005884,1/01/2018,Instagram
a100005885,1/01/2018,Instagram
a100005886,1/01/2018,Facebook
a100005887,1/02/2018,House Ads
a100005888,1/02/2018,House Ads
a100005889,1/02/2018,House Ads
a100005890,1/02/2018,Push
a100005891,1/02/2018,Facebook
a100005892,1/02/2018,Instagram
a100005893,1/02/2018,Instagram
a100005894,1/03/2018,Facebook
a100005895,1/03/2018,House Ads
a100005896,1/03/2018,House Ads
a100005897,1/03/2018,House Ads
a100005898,1/03/2018,Push
a100005899,1/03/2018,Facebook
a100005900,1/03/2018,Instagram
a100005901,1/04/2018,Instagram
a100005902,1/04/2018,Facebook
a100005903,1/04/2018,House Ads
a100005904,1/04/2018,House Ads
a100005905,1/04/2018,House Ads
a100005906,1/04/2018,Push
a100005907,1/04/2018,Facebook
a100005908,1/05/2018,Instagram
a100005909,1/05/2018,Instagram
a100005910,1/05/2018,Facebook
a100005911,1/05/2018,House Ads
a100005912,1/05/2018,House Ads
a100005913,1/05/2018,House Ads
a100005914,1/05/2018,Push
a100005915,1/06/2018,Facebook
a100005916,1/06/2018,Instagram
a100005917,1/06/2018,Instagram
a100005918,1/06/2018,Facebook
a100005919,1/06/2018,House Ads
a100005920,1/06/2018,House Ads
a100005921,1/06/2018,House Ads
a100005922,1/07/2018,Push
a100005923,1/07/2018,Facebook
a100005924,1/07/2018,Instagram
a100005925,1/07/2018,Instagram
a100005926,1/07/2018,Facebook
a100005927,1/07/2018,House Ads
a100005928,1/08/2018,House Ads
a100005929,1/08/2018,House Ads
a100005930,1/08/2018,Push
a100005931,1/08/2018,Facebook
a100005932,1/08/2018,Instagram
a100005933,1/08/2018,Instagram
a100005934,1/08/2018,Facebook
a100005935,1/09/2018,House Ads
a100005936,1/09/2018,House Ads
a100005937,1/09/2018,House Ads
a100005938,1/09/2018,Push
a100005939,1/09/2018,Facebook
a100005940,1/09/2018,Instagram
a100005941,1/09/2018,Instagram
a100005942,1/10/2018,Facebook
a100005943,1/10/2018,House Ads
a100005944,1/10/2018,House Ads
a100005945,1/10/2018,House Ads
a100005946,1/10/2018,Push
a100005947,1/10/2018,Facebook
a100005948,1/10/2018,Instagram
a100005949,1/11/2018,Instagram
a100005950,1/11/2018,Facebook
a100005951,1/11/2018,House Ads
a100005952,1/11/2018,House Ads
a100005953,1/11/2018,House Ads
a100005954,1/11/2018,Push
a100005955,1/11/2018,Facebook
a100005956,1/12/2018,Instagram
a100005957,1/12/2018,Instagram
a100005958,1/12/2018,Facebook
a100005959,1/12/2018,House Ads
a100005960,1/12/2018,House Ads
a100005961,1/12/2018,House Ads
a100005962,1/12/2018,Push
a100006059,1/01/2018,Facebook
a100006060,1/01/2018,Instagram
a100006061,1/01/2018,Instagram
a100006062,1/01/2018,Facebook
a100006063,1/01/2018,House Ads
a100006064,1/01/2018,House Ads
a100006065,1/01/2018,House Ads
a100006066,1/02/2018,Push
a100006067,1/02/2018,Facebook
a100006068,1/02/2018,Instagram
a100006069,1/02/2018,Instagram
a100006070,1/02/2018,Facebook
a100006071,1/02/2018,House Ads
a100006072,1/02/2018,House Ads
a100006073,1/03/2018,House Ads
a100006074,1/03/2018,Push
a100006075,1/03/2018,Facebook
a100006076,1/03/2018,Instagram
a100006077,1/03/2018,Instagram
a100006078,1/03/2018,Facebook
a100006079,1/03/2018,House Ads
a100006080,1/04/2018,House Ads
a100006081,1/04/2018,House Ads
a100006082,1/04/2018,House Ads
a100006083,1/04/2018,Push
a100006084,1/04/2018,Facebook
a100006085,1/04/2018,Instagram
a100006086,1/04/2018,Instagram
a100006087,1/05/2018,Facebook
a100006088,1/05/2018,House Ads
a100006089,1/05/2018,House Ads
a100006090,1/05/2018,House Ads
a100006091,1/05/2018,House Ads
a100006092,1/05/2018,Push
a100006093,1/05/2018,Facebook
a100006094,1/06/2018,Instagram
a100006095,1/06/2018,Instagram
a100006096,1/06/2018,Facebook
a100006097,1/06/2018,House Ads
a100006098,1/06/2018,House Ads
a100006099,1/06/2018,House Ads
a100006100,1/06/2018,House Ads
a100006101,1/07/2018,Push
a100006102,1/07/2018,Facebook
a100006103,1/07/2018,Instagram
a100006104,1/07/2018,Instagram
a100006105,1/07/2018,Facebook
a100006106,1/07/2018,House Ads
a100006107,1/08/2018,House Ads
a100006108,1/08/2018,House Ads
a100006109,1/08/2018,House Ads
a100006110,1/08/2018,Push
a100006111,1/08/2018,Facebook
a100006112,1/08/2018,Instagram
a100006113,1/08/2018,Instagram
a100006114,1/09/2018,Facebook
a100006115,1/09/2018,House Ads
a100006116,1/09/2018,House Ads
a100006117,1/09/2018,House Ads
a100006118,1/09/2018,House Ads
a100006119,1/09/2018,Push
a100006120,1/09/2018,Facebook
a100006121,1/10/2018,Instagram
a100006122,1/10/2018,Instagram
a100006123,1/10/2018,Facebook
a100006124,1/10/2018,House Ads
a100006125,1/10/2018,House Ads
a100006126,1/10/2018,House Ads
a100006127,1/10/2018,House Ads
a100006128,1/11/2018,Push
a100006129,1/11/2018,Facebook
a100006130,1/11/2018,Instagram
a100006131,1/11/2018,Instagram
a100006132,1/11/2018,Facebook
a100006133,1/11/2018,House Ads
a100006134,1/11/2018,House Ads
a100006135,1/12/2018,House Ads
a100006136,1/12/2018,House Ads
a100006137,1/12/2018,Push
a100006138,1/12/2018,House Ads
a100006139,1/12/2018,House Ads
a100006140,1/12/2018,House Ads
a100006141,1/12/2018,Push
a100006238,1/01/2018,House Ads
a100006239,1/01/2018,House Ads
a100006240,1/01/2018,House Ads
a100006241,1/01/2018,Push
a100006242,1/01/2018,House Ads
a100006243,1/01/2018,House Ads
a100006244,1/01/2018,House Ads
a100006245,1/02/2018,Push
a100006246,1/02/2018,Facebook
a100006247,1/02/2018,Instagram
a100006248,1/02/2018,Instagram
a100006249,1/02/2018,Facebook
a100006250,1/02/2018,House Ads
a100006251,1/02/2018,House Ads
a100006252,1/03/2018,House Ads
a100006253,1/03/2018,House Ads
a100006254,1/03/2018,Push
a100006255,1/03/2018,House Ads
a100006256,1/03/2018,House Ads
a100006257,1/03/2018,House Ads
a100006258,1/03/2018,Push
a100006259,1/04/2018,Facebook
a100006260,1/04/2018,Instagram
a100006261,1/04/2018,Instagram
a100006262,1/04/2018,Facebook
a100006263,1/04/2018,House Ads
a100006264,1/04/2018,House Ads
a100006265,1/04/2018,House Ads
a100006266,1/05/2018,House Ads
a100006267,1/05/2018,Push
a100006268,1/05/2018,House Ads
a100006269,1/05/2018,House Ads
a100006270,1/05/2018,House Ads
a100006271,1/05/2018,Push
a100006272,1/05/2018,Facebook
a100006273,1/06/2018,Instagram
a100006274,1/06/2018,Instagram
a100006275,1/06/2018,Facebook
a100006276,1/06/2018,House Ads
a100006277,1/06/2018,House Ads
a100006278,1/06/2018,House Ads
a100006279,1/06/2018,House Ads
a100006280,1/07/2018,Push
a100006281,1/07/2018,House Ads
a100006282,1/07/2018,House Ads
a100006283,1/07/2018,House Ads
a100006284,1/07/2018,Push
a100006285,1/07/2018,Facebook
a100006286,1/08/2018,Instagram
a100006287,1/08/2018,Instagram
a100006288,1/08/2018,Facebook
a100006289,1/08/2018,House Ads
a100006290,1/08/2018,House Ads
a100006291,1/08/2018,House Ads
a100006292,1/08/2018,House Ads
a100006293,1/09/2018,Push
a100006294,1/09/2018,House Ads
a100006295,1/09/2018,House Ads
a100006296,1/09/2018,House Ads
a100006297,1/09/2018,Push
a100006298,1/09/2018,Facebook
a100006299,1/09/2018,Instagram
a100006300,1/10/2018,Instagram
a100006301,1/10/2018,Facebook
a100006302,1/10/2018,House Ads
a100006303,1/10/2018,House Ads
a100006304,1/10/2018,House Ads
a100006305,1/10/2018,House Ads
a100006306,1/10/2018,Push
a100006307,1/11/2018,House Ads
a100006308,1/11/2018,House Ads
a100006309,1/11/2018,House Ads
a100006310,1/11/2018,Push
a100006311,1/11/2018,Facebook
a100006312,1/11/2018,Instagram
a100006313,1/11/2018,Instagram
a100006314,1/12/2018,Facebook
a100006315,1/12/2018,House Ads
a100006316,1/12/2018,House Ads
a100006317,1/12/2018,House Ads
a100006318,1/12/2018,House Ads
a100006319,1/12/2018,Push
a100006320,1/12/2018,House Ads
a100006417,1/01/2018,Instagram
a100006418,1/01/2018,Facebook
a100006419,1/01/2018,House Ads
a100006420,1/01/2018,House Ads
a100006421,1/01/2018,House Ads
a100006422,1/01/2018,House Ads
a100006423,1/01/2018,Push
a100006424,1/02/2018,House Ads
a100006425,1/02/2018,House Ads
a100006426,1/02/2018,House Ads
a100006427,1/02/2018,Push
a100006428,1/02/2018,Facebook
a100006429,1/02/2018,Instagram
a100006430,1/02/2018,Instagram
a100006431,1/03/2018,Facebook
a100006432,1/03/2018,House Ads
a100006433,1/03/2018,House Ads
a100006434,1/03/2018,House Ads
a100006435,1/03/2018,House Ads
a100006436,1/03/2018,Push
a100006437,1/03/2018,House Ads
a100006438,1/04/2018,House Ads
a100006439,1/04/2018,House Ads
a100006440,1/04/2018,Push
a100006441,1/04/2018,Facebook
a100006442,1/04/2018,Instagram
a100006443,1/04/2018,Instagram
a100006444,1/04/2018,Facebook
a100006445,1/05/2018,House Ads
a100006446,1/05/2018,House Ads
a100006447,1/05/2018,House Ads
a100006448,1/05/2018,House Ads
a100006449,1/05/2018,Push
a100006450,1/05/2018,House Ads
a100006451,1/05/2018,House Ads
a100006452,1/06/2018,House Ads
a100006453,1/06/2018,Push
a100006454,1/06/2018,Facebook
a100006455,1/06/2018,Instagram
a100006456,1/06/2018,Instagram
a100006457,1/06/2018,Facebook
a100006458,1/06/2018,House Ads
a100006459,1/07/2018,House Ads
a100006460,1/07/2018,House Ads
a100006461,1/07/2018,House Ads
a100006462,1/07/2018,Push
a100006463,1/07/2018,House Ads
a100006464,1/07/2018,House Ads
a100006465,1/08/2018,House Ads
a100006466,1/08/2018,Push
a100006467,1/08/2018,Facebook
a100006468,1/08/2018,Instagram
a100006469,1/08/2018,Instagram
a100006470,1/08/2018,Facebook
a100006471,1/08/2018,House Ads
a100006472,1/09/2018,House Ads
a100006473,1/09/2018,House Ads
a100006474,1/09/2018,House Ads
a100006475,1/09/2018,Push
a100006476,1/09/2018,House Ads
a100006477,1/09/2018,House Ads
a100006478,1/09/2018,House Ads
a100006479,1/10/2018,Push
a100006480,1/10/2018,Facebook
a100006481,1/10/2018,Instagram
a100006482,1/10/2018,Instagram
a100006483,1/10/2018,Facebook
a100006484,1/10/2018,House Ads
a100006485,1/10/2018,House Ads
a100006486,1/11/2018,House Ads
a100006487,1/11/2018,House Ads
a100006488,1/11/2018,Push
a100006489,1/11/2018,House Ads
a100006490,1/11/2018,House Ads
a100006491,1/11/2018,House Ads
a100006492,1/11/2018,Push
a100006493,1/12/2018,Facebook
a100006494,1/12/2018,Instagram
a100006495,1/12/2018,Instagram
a100006496,1/12/2018,Facebook
a100006497,1/12/2018,House Ads
a100006498,1/12/2018,House Ads
a100006499,1/12/2018,House Ads
a100006596,1/01/2018,Push
a100006597,1/01/2018,Facebook
a100006598,1/01/2018,Instagram
a100006599,1/01/2018,Instagram
a100006600,1/01/2018,Facebook
a100006601,1/01/2018,House Ads
a100006602,1/01/2018,House Ads
a100006603,1/02/2018,House Ads
a100006604,1/02/2018,House Ads
a100006605,1/02/2018,Push
a100006606,1/02/2018,House Ads
a100006607,1/02/2018,House Ads
a100006608,1/02/2018,House Ads
a100006609,1/02/2018,Push
a100006610,1/03/2018,Facebook
a100006611,1/03/2018,Instagram
a100006612,1/03/2018,Instagram
a100006613,1/03/2018,Facebook
a100006614,1/03/2018,House Ads
a100006615,1/03/2018,House Ads
a100006616,1/03/2018,House Ads
a100006617,1/04/2018,House Ads
a100006618,1/04/2018,Push
a100006619,1/04/2018,House Ads
a100006620,1/04/2018,House Ads
a100006621,1/04/2018,House Ads
a100006622,1/04/2018,Push
a100006623,1/04/2018,Facebook
a100006624,1/05/2018,Instagram
a100006625,1/05/2018,Instagram
a100006626,1/05/2018,Facebook
a100006627,1/05/2018,House Ads
a100006628,1/05/2018,House Ads
a100006629,1/05/2018,House Ads
a100006630,1/05/2018,House Ads
a100006631,1/06/2018,Push
a100006632,1/06/2018,House Ads
a100006633,1/06/2018,House Ads
a100006634,1/06/2018,House Ads
a100006635,1/06/2018,Push
a100006636,1/06/2018,Facebook
a100006637,1/06/2018,Instagram
a100006638,1/07/2018,Instagram
a100006639,1/07/2018,Facebook
a100006640,1/07/2018,House Ads
a100006641,1/07/2018,House Ads
a100006642,1/07/2018,House Ads
a100006643,1/07/2018,House Ads
a100006644,1/08/2018,Push
a100006645,1/08/2018,House Ads
a100006646,1/08/2018,House Ads
a100006647,1/08/2018,House Ads
a100006648,1/08/2018,Push
a100006649,1/08/2018,Facebook
a100006650,1/08/2018,Instagram
a100006651,1/09/2018,Instagram
a100006652,1/09/2018,Facebook
a100006653,1/09/2018,House Ads
a100006654,1/09/2018,House Ads
a100006655,1/09/2018,House Ads
a100006656,1/09/2018,House Ads
a100006657,1/09/2018,Push
a100006658,1/10/2018,House Ads
a100006659,1/10/2018,House Ads
a100006660,1/10/2018,House Ads
a100006661,1/10/2018,Push
a100006662,1/10/2018,Facebook
a100006663,1/10/2018,Instagram
a100006664,1/10/2018,Instagram
a100006665,1/11/2018,Facebook
a100006666,1/11/2018,House Ads
a100006667,1/11/2018,House Ads
a100006668,1/11/2018,House Ads
a100006669,1/11/2018,House Ads
a100006670,1/11/2018,Push
a100006671,1/11/2018,House Ads
a100006672,1/12/2018,House Ads
a100006673,1/12/2018,House Ads
a100006674,1/12/2018,Push
a100006675,1/12/2018,Facebook
a100006676,1/12/2018,Instagram
a100006677,1/12/2018,Instagram
a100006678,1/12/2018,Facebook
a100006775,1/01/2018,House Ads
a100006776,1/01/2018,House Ads
a100006777,1/01/2018,House Ads
a100006778,1/01/2018,Push
a100006779,1/01/2018,Facebook
a100006780,1/01/2018,Instagram
a100006781,1/01/2018,Instagram
a100006782,1/02/2018,Facebook
a100006783,1/02/2018,House Ads
a100006784,1/02/2018,House Ads
a100006785,1/02/2018,House Ads
a100006786,1/02/2018,House Ads
a100006787,1/02/2018,Push
a100006788,1/02/2018,House Ads
a100006789,1/03/2018,House Ads
a100006790,1/03/2018,House Ads
a100006791,1/03/2018,Push
a100006792,1/03/2018,Facebook
a100006793,1/03/2018,Instagram
a100006794,1/03/2018,Instagram
a100006795,1/03/2018,Facebook
a100006796,1/04/2018,House Ads
a100006797,1/04/2018,House Ads
a100006798,1/04/2018,House Ads
a100006799,1/04/2018,House Ads
a100006800,1/04/2018,Push
a100006801,1/04/2018,House Ads
a100006802,1/04/2018,House Ads
a100006803,1/05/2018,House Ads
a100006804,1/05/2018,Push
a100006805,1/05/2018,Facebook
a100006806,1/05/2018,Instagram
a100006807,1/05/2018,Instagram
a100006808,1/05/2018,Facebook
a100006809,1/05/2018,House Ads
a100006810,1/06/2018,House Ads
a100006811,1/06/2018,House Ads
a100006812,1/06/2018,House Ads
a100006813,1/06/2018,Push
a100006814,1/06/2018,House Ads
a100006815,1/06/2018,House Ads
a100006816,1/06/2018,House Ads
a100006817,1/07/2018,Push
a100006818,1/07/2018,Facebook
a100006819,1/07/2018,Instagram
a100006820,1/07/2018,Instagram
a100006821,1/07/2018,Facebook
a100006822,1/07/2018,House Ads
a100006823,1/08/2018,House Ads
a100006824,1/08/2018,House Ads
a100006825,1/08/2018,House Ads
a100006826,1/08/2018,Push
a100006827,1/08/2018,House Ads
a100006828,1/08/2018,House Ads
a100006829,1/08/2018,House Ads
a100006830,1/09/2018,Push
a100006831,1/09/2018,Facebook
a100006832,1/09/2018,Instagram
a100006833,1/09/2018,Instagram
a100006834,1/09/2018,Facebook
a100006835,1/09/2018,House Ads
a100006836,1/09/2018,House Ads
a100006837,1/10/2018,House Ads
a100006838,1/10/2018,House Ads
a100006839,1/10/2018,Push
a100006840,1/10/2018,House Ads
a100006841,1/10/2018,House Ads
a100006842,1/10/2018,House Ads
a100006843,1/10/2018,Push
a100006844,1/11/2018,Facebook
a100006845,1/11/2018,Instagram
a100006846,1/11/2018,Instagram
a100006847,1/11/2018,Facebook
a100006848,1/11/2018,House Ads
a100006849,1/11/2018,House Ads
a100006850,1/11/2018,House Ads
a100006851,1/12/2018,House Ads
a100006852,1/12/2018,Push
a100006853,1/12/2018,House Ads
a100006854,1/12/2018,House Ads
a100006855,1/12/2018,House Ads
a100006856,1/12/2018,Push
a100006857,1/12/2018,Facebook
a100006954,1/01/2018,House Ads
a100006955,1/01/2018,House Ads
a100006956,1/01/2018,Push
a100006957,1/01/2018,House Ads
a100006958,1/01/2018,House Ads
a100006959,1/01/2018,House Ads
a100006960,1/01/2018,Push
a100006961,1/02/2018,Facebook
a100006962,1/02/2018,Instagram
a100006963,1/02/2018,Instagram
a100006964,1/02/2018,Facebook
a100006965,1/02/2018,House Ads
a100006966,1/02/2018,House Ads
a100006967,1/02/2018,House Ads
a100006968,1/03/2018,House Ads
a100006969,1/03/2018,Push
a100006970,1/03/2018,House Ads
a100006971,1/03/2018,House Ads
a100006972,1/03/2018,House Ads
a100006973,1/03/2018,Push
a100006974,1/03/2018,Facebook
a100006975,1/04/2018,Instagram
a100006976,1/04/2018,Instagram
a100006977,1/04/2018,Facebook
a100006978,1/04/2018,House Ads
a100006979,1/04/2018,House Ads
a100006980,1/04/2018,House Ads
a100006981,1/04/2018,House Ads
a100006982,1/05/2018,Push
a100006983,1/05/2018,House Ads
a100006984,1/05/2018,House Ads
a100006985,1/05/2018,House Ads
a100006986,1/05/2018,Push
a100006987,1/05/2018,Facebook
a100006988,1/05/2018,Instagram
a100006989,1/06/2018,Instagram
a100006990,1/06/2018,Facebook
a100006991,1/06/2018,House Ads
a100006992,1/06/2018,House Ads
a100006993,1/06/2018,House Ads
a100006994,1/06/2018,House Ads
a100006995,1/06/2018,Push
a100006996,1/07/2018,House Ads
a100006997,1/07/2018,House Ads
a100006998,1/07/2018,House Ads
a100006999,1/07/2018,Push
a100007000,1/07/2018,Facebook
a100007001,1/07/2018,Instagram
a100007002,1/08/2018,Instagram
a100007003,1/08/2018,Facebook
a100007004,1/08/2018,House Ads
a100007005,1/08/2018,House Ads
a100007006,1/08/2018,House Ads
a100007007,1/08/2018,House Ads
a100007008,1/08/2018,Push
a100007009,1/09/2018,House Ads
a100007010,1/09/2018,House Ads
a100007011,1/09/2018,House Ads
a100007012,1/09/2018,Push
a100007013,1/09/2018,Facebook
a100007014,1/09/2018,Instagram
a100007015,1/09/2018,Instagram
a100007016,1/10/2018,Facebook
a100007017,1/10/2018,House Ads
a100007018,1/10/2018,House Ads
a100007019,1/10/2018,House Ads
a100007020,1/10/2018,House Ads
a100007021,1/10/2018,Push
a100007022,1/10/2018,House Ads
a100007023,1/11/2018,House Ads
a100007024,1/11/2018,House Ads
a100007025,1/11/2018,Push
a100007026,1/11/2018,Facebook
a100007027,1/11/2018,Instagram
a100007028,1/11/2018,Instagram
a100007029,1/11/2018,Facebook
a100007030,1/12/2018,House Ads
a100007031,1/12/2018,House Ads
a100007032,1/12/2018,House Ads
a100007033,1/12/2018,House Ads
a100007034,1/12/2018,Push
a100007035,1/12/2018,House Ads
a100007036,1/12/2018,House Ads
a100007143,1/11/2018,House Ads
a100007144,1/12/2018,House Ads
a100007154,1/01/2018,Facebook
a100007155,1/02/2018,Instagram
a100007156,1/03/2018,House Ads
a100007157,1/04/2018,Facebook
a100007158,1/05/2018,Instagram
a100007159,1/06/2018,House Ads
a100007160,1/07/2018,Facebook
a100007161,1/08/2018,Instagram
a100007162,1/09/2018,House Ads
a100007163,1/10/2018,Facebook
a100007164,1/11/2018,Instagram
a100007165,1/12/2018,House Ads
a100007185,1/01/2018,Instagram
a100007186,1/02/2018,House Ads
a100007187,1/03/2018,Facebook
a100007188,1/04/2018,Instagram
a100007189,1/05/2018,House Ads
a100007190,1/06/2018,Facebook
a100007191,1/07/2018,Instagram
a100007192,1/08/2018,House Ads
a100007193,1/09/2018,Facebook
a100007194,1/10/2018,Instagram
a100007195,1/11/2018,House Ads
a100007196,1/12/2018,Facebook
a100007215,1/01/2018,Instagram
a100007216,1/02/2018,House Ads
a100007217,1/03/2018,Facebook
a100007218,1/04/2018,Instagram
a100007219,1/05/2018,House Ads
a100007220,1/06/2018,Facebook
a100007221,1/07/2018,Instagram
a100007222,1/08/2018,House Ads
a100007223,1/09/2018,Facebook
a100007224,1/10/2018,Instagram
a100007225,1/11/2018,House Ads
a100007226,1/12/2018,Facebook
a100007246,1/01/2018,House Ads
a100007247,1/02/2018,Facebook
a100007248,1/03/2018,Instagram
a100007249,1/04/2018,House Ads
a100007250,1/05/2018,Facebook
a100007251,1/06/2018,Instagram
a100007252,1/07/2018,House Ads
a100007253,1/08/2018,Facebook
a100007292,1/05/2018,Instagram
a100007294,1/06/2018,Facebook
